order_id,order_date,Name,Product,sale_price,quantity
176,07-04-2023,Eric Natividad,Labels,19,4
177,21-04-2022,Jeff Young,Appliances,98,4
178,28-10-2023,Valarie Nelson,Chairs,380,7
179,18-04-2022,Diego Freyre,Supplies,19.4,5
180,08-03-2022,Eric Natividad,Pencil,0,0
181,08-06-2023,Maurizio Moroni,Storage,19,2
182,25-06-2022,Wing C Tam,Accessories,397.7,7
183,10-01-2022,Leslie Murphy,Phones,475,4
184,17-10-2023,Mary Saveley,Phones,147,5
185,23-02-2023,Dean Cassidy,Accessories,28.5,2
186,19-10-2022,Jesus Fernandez,Binders,9.8,2
187,22-08-2022,Kalle Suominen,Accessories,174.6,8
188,11-10-2023,Kyung Yu,Storage,38.4,3
189,06-12-2022,Valarie Nelson,Paper,19.4,3
190,09-12-2023,Paolo Accorti,Bookcases,873,4
191,12-07-2022,Victoria Ashworth,Phones,67.2,6
192,23-06-2022,Palle Ibsen,Paper,47.5,8
193,04-11-2023,Jonas Bergulfsen,Bookcases,617.4,3
194,11-11-2022,Marie Bertrand,Art,19.4,5
195,07-01-2023,Mart¡n Sommer,Envelopes,9.8,7
196,26-10-2022,Paul Henriot,Art,9.5,2
197,03-11-2023,Valarie Nelson,Art,9.8,3
198,05-03-2023,Valarie Nelson,Storage,47.5,3
199,21-12-2022,Daniel Da Cunha,Pencil,0,0
200,16-06-2022,Julie King,Paper,19.6,3
201,11-12-2022,Jonas Bergulfsen,Paper,19,3
202,13-07-2022,Valarie Nelson,Tables,213.4,2
203,31-12-2022,Mart¡n Sommer,Pencil,0,0
204,12-03-2022,Juri Hirano,Appliances,68.6,2
205,14-10-2023,Eric Natividad,Furnishings,38.8,7
206,10-07-2023,Roland Mendel,Phones,426.8,4
207,01-12-2023,Tony Calaghan,Storage,76.8,4
208,08-08-2023,Francisca Cervantes,Phones,126.1,2
209,19-08-2022,Mary Saveley,Binders,19.4,4
210,30-12-2023,Yoshi Tannamuri,Fasteners,49,9
211,17-07-2022,Daniel Tonini,Storage,85.5,1
212,07-10-2023,Valarie Nelson,Accessories,19.2,2
213,22-04-2023,Leslie Murphy,Labels,19.2,2
214,22-04-2023,Akiko Shimamura,Bookcases,427.5,5
215,20-11-2023,Adrian Huxley,Phones,58.2,3
216,31-03-2023,Kyung Yu,Machines,1142.4,9
217,29-08-2022,Maria Larsson,Accessories,85.5,2
218,06-05-2022,Daniel Tonini,Storage,87.3,6
219,10-08-2023,Yoshi Tannamuri,Phones,288,3
220,24-04-2023,Valarie Young,Fasteners,9.8,2
221,24-03-2022,Peter Ferguson,Paper,19.2,6
222,26-03-2023,Valarie Nelson,Binders,19.4,4
223,18-04-2022,Anna O'Hara,Furnishings,67.9,4
224,17-03-2023,Anna O'Hara,Machines,460.8,4
225,19-11-2023,Jean Fresnisre,Art,28.8,2
226,18-11-2023,Diego Freyre,Pencil,0,0
227,22-04-2023,Kwai Yu,Tables,607.6,5
228,22-04-2022,Paul Henriot,Storage,19.4,1
229,17-02-2022,Daniel Da Cunha,Chairs,156.8,2
230,02-10-2023,Julie Young,Chairs,382.2,8
231,21-07-2023,Anna O'Hara,Binders,19,7
232,18-01-2023,Martine Rance,Tables,220.8,2
233,19-10-2023,Julie Young,Tables,595.2,3
234,13-09-2023,Dominique Perrier,Binders,9.8,2
235,10-11-2023,Martine Rance,Furnishings,247,3
236,26-11-2023,Michael Frick,Accessories,595.2,3
237,02-01-2022,William Brown,Paper,9.6,2
238,19-01-2022,Julie King,Paper,28.8,5
239,13-12-2023,Miguel Barajas,Furnishings,411.6,5
240,20-01-2023,Marta Hernandez,Furnishings,9.8,3
241,25-04-2023,Matti Karttunen,Phones,29.1,2
242,27-05-2023,Jonas Bergulfsen,Tables,174.6,5
243,08-11-2022,Kee Kuo,Pencil,0,0
244,08-01-2022,Kwai Yu,Art,9.7,2
245,20-04-2022,Georg Pipps,Chairs,1960,7
246,09-11-2022,Juri Hirano,Storage,163.2,2
247,29-04-2023,Janine Labrune,Paper,47.5,6
248,28-04-2023,Violeta Benitez,Appliances,1425,5
249,26-09-2022,Elizabeth Devon,Paper,29.1,4
250,18-08-2023,Diego Freyre,Chairs,304,2
251,19-09-2023,Diego Freyre,Paper,9.7,1
252,28-05-2022,Eric Natividad,Accessories,3216,13
253,03-04-2022,Jeff Young,Storage,76,6
254,18-04-2022,Valarie Nelson,Envelopes,345.6,4
255,25-12-2022,Diego Freyre,Furnishings,9.8,9
256,26-11-2022,Eric Natividad,Storage,78.4,2
257,25-04-2022,Maurizio Moroni,Storage,49,5
258,08-04-2023,Wing C Tam,Phones,624,6
259,10-02-2022,Leslie Murphy,Accessories,19,3
260,20-10-2022,Mary Saveley,Storage,211.2,3
261,11-06-2022,Dean Cassidy,Binders,19,5
262,29-08-2023,Roland Keitel,Pencil,0,0
263,26-12-2022,Kalle Suominen,Machines,2968.2,3
264,14-06-2022,Kyung Yu,Machines,2444.4,7
265,20-06-2023,Valarie Nelson,Phones,320.1,4
266,17-11-2022,Paolo Accorti,Accessories,76.8,2
267,25-10-2023,Victoria Ashworth,Art,9.5,3
268,19-05-2022,Palle Ibsen,Fasteners,9.8,6
269,10-08-2022,Michael Frick,Storage,38.8,1
270,17-12-2023,Marie Bertrand,Envelopes,58.2,3
271,24-01-2022,Mart¡n Sommer,Storage,715.4,4
272,16-09-2022,Diego Freyre,Accessories,199.5,7
273,29-11-2022,Akiko Shimamura,Furnishings,9.6,3
274,31-10-2022,Valarie Nelson,Binders,9.6,3
275,05-02-2023,Julie King,Paper,9.7,2
276,04-04-2023,Arnold Cruz,Art,9.8,1
277,20-10-2023,Laurence Lebihan,Paper,9.6,2
278,21-05-2022,Valarie Nelson,Paper,19.6,4
279,10-03-2022,Allen Nelson,Storage,58.8,6
280,17-05-2022,Roland Mendel,Labels,19,3
281,06-10-2022,Veysel Oeztan,Pencil,0,0
282,06-05-2023,Henriette Pfalzheim,Phones,1076.7,7
283,05-10-2023,Diego Freyre,Tables,988,5
284,28-07-2022,Diego Freyre,Paper,133,5
285,11-12-2022,Michael Holz,Accessories,228,5
286,01-08-2022,Jytte Petersen,Paper,28.5,6
287,20-01-2022,Elizabeth Devon,Binders,242.5,7
288,05-06-2023,Maurizio Moroni,Appliances,186.2,2
289,01-04-2023,Miguel Barajas,Supplies,912,5
290,23-01-2022,Michael Holz,Fasteners,19,7
291,12-10-2023,Roland Keitel,Labels,19.4,8
292,22-06-2023,Henriette Pfalzheim,Accessories,254.8,2
293,12-07-2023,Christina Berglund,Bookcases,86.4,3
294,20-06-2023,Kwai Yu,Furnishings,285,8
295,30-05-2023,Georg Pipps,Chairs,225.4,3
296,05-08-2023,Kalle Suominen,Furnishings,215.6,3
297,17-11-2023,Leslie Young,Binders,76,5
298,04-08-2023,Maria Larsson,Fasteners,29.1,3
299,25-09-2022,Georg Pipps,Paper,29.4,5
300,24-09-2022,Jytte Petersen,Storage,1058.4,8
301,12-03-2022,Eric Natividad,Paper,57,3
302,31-10-2022,Jeff Young,Furnishings,76.8,4
303,29-06-2022,Valarie Nelson,Binders,9.6,1
304,12-09-2023,Diego Freyre,Tables,211.2,3
305,08-01-2022,Eric Natividad,Furnishings,29.4,2
306,01-09-2023,Maurizio Moroni,Art,9.6,3
307,12-10-2023,Wing C Tam,Binders,47.5,3
308,15-08-2023,Leslie Murphy,Art,278.4,6
309,05-05-2022,Mary Saveley,Pencil,0,0
310,06-08-2023,Dean Cassidy,Furnishings,19,4
311,08-09-2022,Jesus Fernandez,Chairs,451.2,2
312,30-05-2022,Kalle Suominen,Furnishings,19.2,1
313,13-01-2023,Kyung Yu,Labels,9.7,3
314,15-09-2023,Valarie Nelson,Furnishings,88.2,3
315,12-05-2022,Paolo Accorti,Phones,171,2
316,10-03-2022,Victoria Ashworth,Paper,19,3
317,16-06-2023,Palle Ibsen,Art,98,4
318,13-03-2022,Jonas Bergulfsen,Chairs,137.2,1
319,28-01-2022,Marie Bertrand,Machines,3910.2,2
320,09-12-2023,Jeff Young,Phones,271.6,6
321,12-07-2023,Paul Henriot,Accessories,349.2,4
322,28-05-2022,Akiko Shimamura,Storage,39.2,1
323,02-01-2023,Valarie Nelson,Fasteners,9.5,2
324,14-07-2022,Valarie Nelson,Binders,237.5,6
325,09-12-2023,Julie King,Accessories,97,1
326,07-12-2022,Arnold Cruz,Furnishings,19.2,1
327,11-06-2023,Laurence Lebihan,Phones,281.3,3
328,01-10-2023,Valarie Nelson,Storage,47.5,2
329,07-04-2023,Allen Nelson,Chairs,766.3,4
330,03-10-2023,Anna O'Hara,Labels,98,10
331,30-03-2022,Veysel Oeztan,Binders,38.8,6
332,11-04-2022,Henriette Pfalzheim,Phones,77.6,2
333,21-03-2022,Diego Freyre,Binders,19.6,2
334,04-05-2022,Dominique Perrier,Pencil,0,0
335,08-07-2023,Michael Holz,Pencil,0,0
336,30-08-2022,Jytte Petersen,Copiers,940.8,2
337,07-09-2022,Elizabeth Devon,Binders,9.8,4
338,07-06-2023,Maurizio Moroni,Binders,9.5,2
339,02-08-2023,Miguel Barajas,Tables,672,3
340,09-07-2022,Michael Holz,Pencil,0,0
341,10-11-2023,Roland Keitel,Art,19.6,4
342,12-01-2022,Henriette Pfalzheim,Binders,489.6,10
343,01-07-2022,Christina Berglund,Fasteners,28.8,13
344,13-07-2023,Kwai Yu,Phones,67.2,12
345,21-04-2023,Georg Pipps,Storage,87.3,4
346,18-09-2022,Kalle Suominen,Phones,49,3
347,09-05-2022,Matti Karttunen,Art,9.6,3
348,07-05-2022,Maria Larsson,Paper,19,2
349,25-10-2023,Georg Pipps,Art,9.8,2
350,01-02-2023,Diego Freyre,Accessories,9.5,1
351,04-02-2023,Maria Hernandez,Paper,19,2
352,14-02-2022,Jeff Young,Pencil,0,0
353,08-09-2023,Kalle Suominen,Paper,48.5,4
354,29-10-2023,Pirkko Koskitalo,Binders,4185.6,4
355,20-02-2022,Eric Natividad,Bookcases,370.5,6
356,30-07-2023,Ann Brown,Envelopes,9.5,2
357,01-05-2023,Jose Pedro Roel,Art,19.4,4
358,26-01-2023,Steve Frick,Paper,29.4,5
359,05-11-2023,Valarie Franco,Paper,38.4,5
360,22-08-2022,Sue Taylor,Appliances,630.5,8
361,07-12-2022,Valarie Nelson,Labels,19.2,2
362,31-10-2022,Diego Freyre,Labels,19.6,2
363,25-01-2023,Wendy Victorino,Chairs,470.4,3
364,20-09-2023,Valarie Nelson,Art,9.8,2
365,14-10-2022,Kyung Yu,Furnishings,48,8
366,15-08-2022,Kwai Yu,Storage,199.5,4
367,31-05-2023,Marta Hernandez,Binders,19.4,4
368,15-07-2022,Palle Ibsen,Supplies,9.7,2
369,30-01-2023,Michael Frick,Storage,97,7
370,29-10-2022,Marie Bertrand,Bookcases,988,4
371,23-09-2022,Jeff Young,Paper,28.5,5
372,28-04-2022,Diego Freyre,Storage,48.5,3
373,27-09-2022,Valarie Nelson,Binders,9.7,5
374,02-03-2022,Valarie Nelson,Accessories,999.6,8
375,17-11-2022,Diego Freyre,Art,9.8,1
376,16-05-2023,Janine Labrune,Accessories,460.8,10
377,05-11-2022,Arnold Cruz,Paper,97,4
378,25-02-2023,Laurence Lebihan,Tables,1460.2,7
379,17-05-2023,Valarie Nelson,Appliances,9.5,3
380,19-12-2023,Allen Nelson,Storage,19.4,3
381,05-09-2023,Roland Mendel,Binders,9.7,4
382,20-05-2023,Veysel Oeztan,Paper,47.5,7
383,22-04-2023,Valarie Young,Binders,47.5,3
384,21-03-2023,Diego Freyre,Accessories,39.2,2
385,08-02-2023,Diego Freyre,Tables,364.8,3
386,27-01-2023,Michael Holz,Accessories,77.6,3
387,07-10-2023,Pirkko Koskitalo,Machines,470.4,4
388,04-03-2023,Elizabeth Devon,Pencil,0,0
389,26-08-2023,Maurizio Moroni,Pencil,0,0
390,25-03-2023,Eric Natividad,Binders,19.6,4
391,14-03-2023,Michael Holz,Accessories,38,2
392,27-05-2022,Roland Keitel,Phones,240,2
393,19-12-2022,Henriette Pfalzheim,Copiers,1764,3
394,03-11-2022,Violeta Benitez,Binders,9.8,3
395,26-06-2022,Kwai Yu,Binders,77.6,3
396,23-08-2022,Georg Pipps,Storage,48.5,2
397,23-09-2023,Kalle Suominen,Paper,9.8,2
398,02-02-2022,Matti Karttunen,Supplies,66.5,4
399,29-11-2023,Maria Larsson,Storage,38.8,3
400,13-03-2022,Frederique Citeaux,Bookcases,2280,4
401,22-10-2022,Georg Pipps,Storage,123.5,4
402,11-02-2023,Jonas Bergulfsen,Accessories,58.2,2
403,06-03-2023,Valarie Nelson,Paper,9.8,2
404,04-12-2023,Mart¡n Sommer,Art,38.4,6
405,12-02-2023,Juri Hirano,Appliances,38.8,3
406,02-04-2023,Eric Natividad,Accessories,172.8,5
407,09-08-2022,Roland Mendel,Copiers,1140,3
408,25-05-2022,Tony Calaghan,Paper,28.8,5
409,28-08-2022,Francisca Cervantes,Tables,960,7
410,25-11-2022,Mary Saveley,Paper,9.7,1
411,19-12-2023,Yoshi Tannamuri,Labels,28.8,9
412,13-01-2023,Steve Thompson,Paper,57,1
413,11-05-2022,Kyung Tseng,Bookcases,1286.4,13
414,31-12-2023,Leslie Murphy,Chairs,104.5,2
415,08-12-2023,Akiko Shimamura,Paper,135.8,7
416,05-08-2022,Adrian Huxley,Chairs,303.8,4
417,10-07-2023,Paolo Accorti,Art,95,8
418,20-08-2022,Maria Larsson,Chairs,364.8,5
419,20-07-2022,Daniel Tonini,Paper,9.5,1
420,20-10-2022,Valarie Nelson,Art,9.6,4
421,10-02-2022,Valarie Young,Envelopes,19,1
422,28-08-2023,Peter Ferguson,Accessories,194,6
423,18-12-2023,Valarie Nelson,Furnishings,58.2,4
424,17-10-2022,Anna O'Hara,Storage,28.5,3
425,01-04-2023,Anna O'Hara,Chairs,835.2,4
426,26-12-2023,Jean Fresnisre,Furnishings,28.8,2
427,07-11-2023,Diego Freyre,Binders,278.4,8
428,03-06-2023,Rosa Hernandez,Machines,67.9,1
429,18-02-2022,Laurence Lebihan,Art,9.5,6
430,19-03-2023,Annette Roulet,Binders,182.4,2
431,10-03-2023,Anna O'Hara,Accessories,397.7,7
432,23-09-2023,Palle Ibsen,Accessories,275.5,5
433,15-04-2022,Jean Fresnisre,Pencil,0,0
434,17-08-2023,Veysel Oeztan,Storage,681.6,5
435,13-02-2022,Valarie Young,Pencil,0,0
436,25-10-2023,Jeff Young,Accessories,245,5
437,10-02-2023,Diego Freyre,Machines,969.6,3
438,23-02-2022,Michael Holz,Paper,297.6,7
439,18-11-2022,Mory Kentary,Paper,29.1,8
440,06-06-2022,Elizabeth Devon,Chairs,199.5,3
441,09-01-2022,Maurizio Moroni,Furnishings,9.7,1
442,30-05-2023,Sue King,Storage,182.4,3
443,15-10-2022,Michael Holz,Storage,67.2,3
444,15-12-2022,Jan Klaeboe,Paper,87.3,4
445,06-07-2022,Henriette Pfalzheim,Chairs,230.4,3
446,13-03-2022,Violeta Benitez,Labels,19.4,7
447,07-10-2022,Rosa Hernandez,Pencil,0,0
448,05-12-2023,Peter Ferguson,Art,57.6,3
449,07-12-2023,Daniel Da Cunha,Storage,153.6,3
450,14-03-2022,Wing C Tam,Art,254.8,6
451,21-07-2023,Matti Karttunen,Art,28.8,3
452,04-04-2022,Valarie Nelson,Art,9.6,3
453,16-03-2023,Jytte Petersen,Phones,38.8,4
454,05-12-2022,Georg Pipps,Tables,268.8,2
455,23-12-2023,Michael Frick,Storage,656.6,2
456,08-11-2022,Peter Ferguson,Accessories,57,4
457,26-03-2023,Adrian Huxley,Chairs,127.4,2
458,22-12-2023,Sue Taylor,Chairs,712.5,3
459,24-09-2023,Giovanni Rovelli,Envelopes,9.8,2
460,30-11-2022,Valarie Nelson,Appliances,97,4
461,04-02-2023,Sean Connery,Accessories,855,9
462,01-10-2022,Diego Freyre,Binders,49,3
463,11-05-2022,Steve Thompson,Furnishings,19.4,5
464,05-03-2023,Mary Saveley,Tables,1219.2,6
465,09-02-2023,Diego Freyre,Binders,28.8,5
466,23-04-2023,Jytte Petersen,Supplies,180.5,2
467,14-10-2023,Paolo Accorti,Appliances,77.6,2
468,24-04-2022,Veysel Oeztan,Furnishings,242.5,7
469,20-04-2023,Daniel Tonini,Bookcases,199.5,2
470,04-12-2022,Valarie Nelson,Pencil,0,0
471,20-11-2022,Valarie Young,Paper,58.2,1
472,25-01-2022,Victoria Ashworth,Storage,333.2,3
473,27-10-2023,Sue King,Bookcases,209,2
474,27-12-2022,Daniel Da Cunha,Phones,686,4
475,12-12-2023,Allen Nelson,Storage,87.3,6
476,16-07-2022,Diego Freyre,Paper,58.2,7
477,30-06-2022,Anna O'Hara,Paper,86.4,5
478,06-08-2023,Kyung Yu,Phones,96,6
479,01-02-2022,Michael Frick,Furnishings,38.4,3
480,03-07-2023,Mart¡n Sommer,Art,9.6,5
481,07-08-2023,Adrian Huxley,Storage,665,5
482,16-12-2022,Sue Taylor,Accessories,9.8,3
483,03-02-2023,Giovanni Rovelli,Art,9.6,2
484,10-10-2023,Valarie Nelson,Accessories,153.6,2
485,15-10-2023,Sean Connery,Labels,28.5,2
486,14-12-2023,Diego Freyre,Bookcases,489.6,5
487,09-03-2023,Steve Thompson,Phones,266,5
488,28-04-2023,Mary Saveley,Phones,2630.4,6
489,22-12-2022,Diego Freyre,Phones,9.5,1
490,06-06-2023,Jytte Petersen,Accessories,57,2
491,08-02-2022,Paolo Accorti,Art,67.2,2
492,08-01-2023,Veysel Oeztan,Storage,432,5
493,03-01-2023,Daniel Tonini,Envelopes,9.5,3
494,26-06-2023,Valarie Nelson,Accessories,86.4,2
495,09-12-2022,Valarie Young,Tables,180.5,3
496,13-10-2022,Victoria Ashworth,Envelopes,106.7,2
497,21-05-2022,Peter Ferguson,Binders,117.6,8
498,28-08-2022,Daniel Da Cunha,Furnishings,254.8,4
499,10-04-2022,Allen Nelson,Chairs,228,2
500,28-08-2023,Anna O'Hara,Furnishings,66.5,9
501,25-12-2022,Kyung Yu,Binders,19.2,2
